66,102,866,204,831,371,937,324,174,931,470,573,845,580,99,309,195,147,586,728
219,502,752,856,130,87,841,761,607,334,553,630,690,412,376,640,499,98,749,859
325,411,700,828,311,55,580,89,782,467,398,551,145,368,697,101,491,859,178,543
211,331,557,56,227,525,82,188,190,750,467,796,875,152,999,503,749,71,566,324
384,793,828,463,166,751,110,168,312,800,899,314,860,681,789,899,89,860,674,181
244,338,268,888,97,500,345,905,235,474,100,633,736,494,232,76,362,899,584,414
523,743,348,591,788,669,197,262,471,570,99,115,681,151,598,372,214,865,869,94
672,202,91,305,310,803,667,119,669,939,872,560,872,699,887,60,543,242,412,558
106,672,701,604,782,242,199,247,193,604,120,351,841,501,690,701,349,374,120,789
582,194,346,680,549,852,697,325,500,569,350,539,670,590,63,257,50,461,752,502
868,464,457,893,96,312,198,204,57,316,205,101,902,448,399,67,831,452,599,345
756,341,306,846,219,209,75,398,204,863,211,221,448,560,639,331,88,192,635,522
631,208,121,136,438,224,506,53,738,222,689,197,591,64,932,267,540,752,903,477
875,355,495,756,522,331,938,183,578,473,893,210,60,261,231,889,334,472,130,334
942,836,328,261,142,937,809,304,563,363,203,850,191,116,668,128,889,199,471,782
171,96,317,266,737,946,456,237,831,833,90,222,601,117,65,592,219,523,188,79
448,480,411,783,274,872,783,395,796,751,572,634,553,551,672,589,55,686,902,840
169,687,127,193,465,930,666,500,268,239,677,860,171,122,447,749,849,185,841,740
682,789,540,707,552,541,750,594,853,601,442,507,215,233,500,757,855,555,572,831
862,193,191,314,674,944,833,174,592,599,468,320,560,443,561,130,218,120,521,516
225,150,500,801,936,205,473,622,588,789,599,554,60,152,564,82,543,559,58,669
625,604,99,933,941,849,195,599,464,89,75,548,400,259,135,582,893,583,560,176
797,525,205,700,164,361,546,840,786,351,270,121,792,339,630,850,681,786,861,460
86,758,260,640,353,750,464,859,749,219,166,356,841,151,896,472,98,223,584,239
684,568,126,463,848,180,103,521,842,271,807,832,605,58,788,271,333,339,223,686
750,222,905,490,576,201,144,708,85,169,365,797,94,748,77,204,700,126,82,748
911,140,346,301,134,110,97,328,141,197,748,414,443,553,842,582,507,612,355,263
145,506,316,135,313,374,546,78,891,124,95,55,325,457,541,447,147,692,371,321
320,901,225,937,703,9,873,468,840,589,751,585,368,842,241,800,873,854,905,137
268,582,564,842,77,601,82,856,999,561,503,396,580,300,146,860,347,461,706,68
165,507,138,790,138,876,846,231,235,853,113,66,631,353,411,303,542,634,141,11
76,938,216,100,595,748,243,601,573,787,355,362,498,576,543,509,395,674,606,438
334,459,347,133,175,830,589,121,127,672,113,493,586,701,675,681,113,609,561,180
667,144,338,213,56,196,217,692,467,350,692,463,147,249,196,399,548,324,893,877
871,85,841,331,612,708,376,231,343,351,559,447,887,64,182,500,314,603,83,196
83,371,267,376,782,380,110,92,704,302,566,330,453,340,698,204,852,261,975,96
855,929,357,809,99,797,196,73,318,945,247,304,804,470,801,634,666,189,841,413
185,462,319,14,121,506,73,710,466,471,472,541,942,451,471,164,174,82,69,143
337,314,603,608,77,339,692,936,564,317,252,442,850,62,168,442,446,170,59,827
426,931,782,81,684,898,413,185,247,469,591,171,60,357,86,830,93,319,103,262
318,401,864,74,354,451,527,151,832,634,180,376,128,401,79,102,677,605,539,310
56,934,68,268,850,460,684,554,416,676,686,793,792,635,207,323,788,121,224,894
124,218,848,753,260,199,115,304,213,875,853,842,201,570,479,137,585,571,782,191
68,450,704,936,414,261,168,605,590,596,608,750,612,572,456,184,584,193,119,376
493,493,59,795,72,264,323,551,230,694,466,344,900,580,203,69,499,555,87,255
263,323,324,895,209,331,901,633,589,948,586,977,240,325,786,843,401,219,212,147
678,93,239,217,136,674,170,165,270,559,201,119,79,584,809,560,198,896,94,860
111,556,340,55,24,220,673,324,191,946,839,274,629,112,784,736,569,411,346,370
405,351,415,633,863,558,222,828,370,785,120,69,143,360,893,62,449,454,892,174
595,989,632,938,552,785,207,500,96,184,261,355,226,749,137,127,462,783,237,369
53,114,228,263,901,830,125,545,217,932,24,248,889,103,74,896,222,692,794,506
474,185,211,59,576,223,684,74,538,865,147,365,170,20,351,585,702,446,549,146
326,255,683,174,376,689,95,332,174,871,232,191,124,470,580,51,540,590,855,55
134,59,871,265,581,874,542,269,570,171,477,929,692,378,201,692,245,791,50,324
304,348,607,133,975,414,672,51,194,95,688,596,325,569,705,328,130,858,841,117
310,145,758,666,668,544,804,872,790,454,522,583,469,802,164,244,894,684,523,439
836,228,555,452,473,674,139,679,702,702,680,934,541,482,552,373,417,861,829,692
473,931,635,398,313,603,546,550,446,708,666,754,936,445,263,879,150,868,677,568
859,893,347,420,69,447,547,892,143,72,788,639,152,148,564,844,163,181,397,246
135,559,259,138,604,326,339,527,679,690,401,929,310,542,929,303,590,828,265,237
678,401,503,468,590,148,630,443,453,863,350,782,119,84,597,179,302,375,785,106
857,452,612,449,416,666,187,582,218,683,877,675,469,547,684,540,376,242,355,675
723,562,608,708,799,897,100,449,339,945,579,859,555,607,272,365,151,173,120,547
333,830,377,385,199,539,545,59,450,450,834,496,123,189,149,53,367,60,249,525
213,472,75,848,349,507,182,309,699,147,790,600,444,564,505,223,637,818,473,943
695,367,782,576,604,352,377,143,88,938,541,491,590,65,629,538,259,164,830,452
70,194,61,205,898,671,453,56,316,137,583,364,221,523,96,385,866,246,128,307
629,739,93,190,399,924,222,227,753,689,142,152,199,636,309,354,350,801,343,359
395,339,465,631,51,307,560,518,177,556,335,690,865,235,305,595,581,838,498,600
471,833,632,444,679,577,694,361,802,56,245,186,590,121,523,349,459,581,85,95
593,210,475,801,194,870,706,441,143,751,215,342,232,791,189,867,249,223,359,931
195,240,111,868,931,584,6,377,863,863,240,120,865,319,112,242,75,265,469,507
439,270,569,240,163,789,376,466,905,439,569,346,674,117,129,893,993,830,897,556
752,89,842,500,890,567,77,369,867,416,603,889,751,587,118,995,376,309,184,143
741,50,76,572,608,539,196,521,854,872,354,946,199,400,135,468,416,274,200,578
552,495,849,308,795,249,565,212,345,122,397,395,851,939,902,996,217,354,229,540
439,846,803,201,794,935,367,565,97,396,76,180,316,192,608,279,375,557,674,144
694,540,99,832,785,743,342,635,302,357,932,466,185,347,790,114,556,140,121,471
696,942,176,338,249,447,64,18,603,181,789,260,538,701,850,366,327,791,65,800
121,572,877,344,72,583,103,751,170,804,55,52,948,672,186,505,839,749,274,599
251,854,64,53,445,634,171,316,793,524,137,577,552,736,373,62,401,466,606,67
77,51,835,679,538,174,636,470,461,461,352,332,200,18,698,898,304,754,102,522
678,137,320,313,366,68,946,504,198,55,858,169,233,581,75,345,499,347,262,915
538,118,168,494,938,362,260,943,64,640,928,371,451,225,398,356,400,551,889,368
603,605,706,51,791,600,670,142,569,667,611,306,399,202,262,486,84,186,222,562
117,325,242,174,676,234,308,710,122,845,445,165,697,917,129,789,379,890,936,126
750,631,245,568,99,559,375,202,325,271,582,187,629,328,698,736,839,460,167,231
440,676,219,82,380,587,90,81,96,69,234,888,117,103,784,670,673,203,99,933
398,845,82,371,471,690,604,225,631,142,784,875,692,304,601,745,569,350,835,373
503,371,469,138,235,94,511,137,608,123,359,348,897,705,227,804,593,539,182,633
136,328,795,834,455,890,525,322,863,638,458,829,194,66,235,74,844,541,74,167
180,947,128,612,459,165,704,194,942,114,142,610,446,607,851,750,396,121,83,602
215,844,334,743,53,146,874,633,629,448,670,589,672,567,902,838,905,411,131,875
867,738,333,828,411,785,554,18,691,65,302,113,795,839,116,142,467,736,134,178
61,170,588,304,558,220,338,543,497,376,527,473,314,100,600,849,248,242,944,367
891,502,872,87,273,790,895,640,313,73,509,453,930,306,667,322,589,937,449,523
497,470,523,105,373,840,605,70,113,361,876,330,798,786,208,472,705,271,102,551
86,455,923,337,93,313,444,861,319,846,565,681,572,165,151,828,336,116,867,837
182,351,176,524,707,705,675,423,189,596,77,895,308,867,328,263,590,137,71,315
265,395,180,690,415,208,80,254,379,693,70,186,554,846,118,521,212,319,58,126
549,247,87,265,329,941,427,690,368,553,504,787,312,689,566,612,571,694,174,416
69,595,790,589,51,300,452,178,797,856,417,855,201,150,85,900,403,850,570,902
119,936,449,9,230,147,736,110,831,70,135,92,75,633,707,597,313,539,702,304
858,682,750,332,359,514,181,597,343,933,135,264,636,939,466,339,904,346,57,866
899,232,536,52,60,313,139,461,117,271,143,302,72,401,172,200,348,558,525,220
211,554,234,864,601,573,942,354,370,639,598,560,981,138,753,709,790,672,570,145
463,173,86,198,987,51,549,567,737,690,170,340,188,496,319,598,600,61,214,203
